file_path,whisper_text,pathumma_text,speaker,whisper_phonemes,pathumma_phonemes
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0011.wav,แล้วก็ลิปสติกของแม็กซ์นะคะ ที่เป็นแบบแข้งพีช เลือกหลายสีมากๆ,ค่ะแล้วก็ลิปสติกของแม็กซ์นะคะที่เป็นแบบแข้งพี่ให้เลือกหลายสีแบบหลายสีมากมากแต่ว่า,Lisa,"[1, 4981, 4, 1684, 4, 4457, 2]","[1, 823, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0012.wav,สีที่ลิซ่าชอบแล้วมันเข้ากับโทนสีผิวของลิซ่าน่าจะเป็น,สีที่ลิซ่าชอบแล้วมันเข้ากับโทนสีผิวของลิซ่าเนี่ยน่าจะเป็น,Lisa,"[1, 3183, 2]","[1, 3183, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0013.wav,Reddish Brown นะคะ ก็จะมีสีชิลลี่,Breddish Brown นะคะก็จะมีสีชิลลี่,Lisa,"[1, 62, 35, 32, 44, 63, 4, 29, 62, 25, 55, 4, 1762, 4, 214, 2]","[1, 29, 62, 35, 32, 44, 63, 4, 29, 62, 25, 55, 4, 1756, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0014.wav,Mara Cash นะคะ ก็จะแบบ,มาราแคชนะคะก็จะแบบ,Lisa,"[1, 53, 13, 62, 17, 4, 51, 16, 63, 4, 1762, 4, 115, 2]","[1, 2631, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0015.wav,เป็นโทนที่เข้ากับลิซ่า แล้วก็...,เป็นโทนที่เข้ากับลิซ่าแล้วก็,Lisa,"[1, 4167, 4, 5201, 2]","[1, 4168, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0016.wav,เป็นสีที่ลิซ่าชอบ แล้วก็ใช้ในชีวิตประจำวันบ่อย ๆ ค่ะ,เป็นสีที่ลิซ่าชอบแล้วก็ใช้ในชีวิตประจำวันบ่อยค่ะ,Lisa,"[1, 4131, 4, 4998, 4, 5633, 4, 820, 2]","[1, 4119, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0017.wav,แล้วก็จะมีอีกสีหนึ่งนะคะ เป็นสี Malt it overพกพาไว้สำหรับ,แล้วก็จะมีอีกสีหนึ่งนะคะเป็นสี Maltese Over Maltese Over นะคะพกพาไว้สำหรับ,Lisa,"[1, 4991, 4, 4136, 4, 53, 22, 52, 66, 4, 46, 66, 4, 2942, 2]","[1, 4992, 4, 53, 20, 52, 66, 49, 75, 4, 58, 72, 36, 4, 53, 20, 52, 66, 49, 75, 4, 58, 72, 36, 4, 1757, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0018.wav,เป็นสีโทนนูต สีชมพู เผื่อวันไหนบอกว่าลูกนี้ไม่เหมาะกับสีแดงเกินไป ถ้าเป็นสีที่ทางได้ง่ายค่ะ,เป็นสีโทนูส สีชมพูเผื่อวันไหนบอกว่าลุคนี้ไม่เหมาะกับสีแดงเกินไปอะไรอย่างนี้ก็จะเป็นสีที่ทางได้ง่ายค่ะ,Lisa,"[1, 4134, 4, 3181, 4, 4176, 4, 1528, 2]","[1, 4133, 4, 3182, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0019.wav,ต่อไปก็จะเป็นลิปแบบ liquid type นะคะซึ่ง Lisa อินกับสีนี้มากๆ เลยค่ะเป็นสี,ค่ะต่อไปนะคะก็จะเป็นลิปแบบลิควิดไทยนะคะซึ่งลิซ่าอินกับสีนี้มากมากเลยค่ะเป็นสีเอ่อ,Lisa,"[1, 1412, 4, 52, 46, 51, 73, 17, 32, 4, 66, 28, 61, 4, 1758, 4, 52, 49, 64, 17, 4, 3677, 4, 4440, 2]","[1, 818, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0020.wav,994 Make Love To The Camera ครับรุ่น Powder Kiss Liquid Lip Collection ค่ะ,nine nine four make love to the camera ครับรุ่นพาวเดอร์คิสลิควิดลิปคอลเลกชั่นค่ะ,Lisa,"[1, 4, 53, 40, 51, 4, 52, 19, 72, 4, 66, 71, 4, 31, 17, 4, 51, 16, 53, 36, 17, 4, 755, 4, 61, 25, 32, 36, 4, 51, 46, 64, 4, 52, 46, 51, 73, 17, 32, 4, 52, 46, 61, 4, 51, 17, 52, 35, 51, 63, 17, 55, 4, 820, 2]","[1, 55, 28, 55, 4, 55, 28, 55, 4, 41, 22, 62, 4, 53, 40, 51, 4, 52, 19, 72, 4, 66, 71, 4, 31, 17, 4, 51, 16, 53, 36, 17, 4, 754, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0021.wav,ตัวนี้เป็นลิควิดที่มีเท็กเตอร์,ตัวนี้เป็นลิควิดที่มีเท็กสเจอร์,Lisa,"[1, 1351, 2]","[1, 1351, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0022.wav,นุ่มมากๆ,นุ่มมาก,Lisa,"[1, 1835, 2]","[1, 1836, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0023.wav,คล้ายๆ Velvet แต่ว่าไม่หนา,คล้าย เวลเวท แต่ว่า ไม่ หนา,Lisa,"[1, 791, 4, 72, 35, 52, 72, 17, 66, 4, 4753, 2]","[1, 493, 4, 4479, 4, 4771, 4, 5581, 4, 3261, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0024.wav,พอทาแล้วเนี่ย,พอทานแล้วเนี่ย,Lisa,"[1, 2273, 2]","[1, 2274, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0025.wav,รู้สึกบางเบา แล้วก็เหมือนแบบ,รู้สึกบางเบาแล้วก็เหมือนแบบ,Lisa,"[1, 2864, 4, 5032, 2]","[1, 2863, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0026.wav,เรียบติดไปกับ,เรียบติดไปกับ,Lisa,"[1, 4419, 2]","[1, 4419, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0027.wav, lip,ลิฟต์,Lisa,"[1, 52, 46, 61, 2]","[1, 2935, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0028.wav, up.,เอ่อ,Lisa,"[1, 19, 61, 9, 2]","[1, 4576, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0029.wav,ริมผิดปากเลยค่ะ แล้วก็จะเป็นสีที่ลิซ่าใช้,ริมฝีปากเลยค่ะแล้วก็จะเป็นสีที่ลิซ่าใช้,Lisa,"[1, 2839, 4, 4982, 2]","[1, 2840, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0030.wav, a lot.,ตลอด,Lisa,"[1, 17, 4, 52, 13, 66, 9, 2]","[1, 1338, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0031.wav,叮叮,จริง,Lisa,"[1, 2]","[1, 939, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0032.wav,ชอบมากๆ สีนี้แต่บางคนอาจจะ,ชอบมากมากสีนี้แต่บางคนอาจจะ,Lisa,"[1, 1009, 4, 3185, 2]","[1, 1004, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0033.wav, more about it.,หมอแบบเอ๊ะ,Lisa,"[1, 53, 22, 62, 4, 17, 29, 25, 66, 4, 46, 66, 9, 2]","[1, 3322, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0034.wav,สีอย่างนี้แบบว่าทาแล้วจะได้หรอคะ มันจะไม่แรงไปใช่ไหม อะไรอย่างนี้ค่ะแต่ว่าลิซ่ามี Tips ค่ะ,สีอย่างงี้แบบว่าทาแล้วจะได้เหรอคะมันจะไม่มันจะไม่แรงไปใช่ไหมอะไรอย่างเงี้ยค่ะแต่ว่าลิซ่ามีทิปส์ค่ะ,Lisa,"[1, 3187, 4, 2471, 4, 3553, 4, 66, 46, 61, 64, 4, 820, 2]","[1, 3188, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0035.wav,ก็คือ,ก็คือ,Lisa,"[1, 312, 2]","[1, 312, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0036.wav,ทาลิป,ทา ลิป,Lisa,"[1, 1573, 2]","[1, 1574, 4, 2934, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0037.wav,เป็นเหมือนออมเบร์ลิปนะคะ ก็จะคือ,เป็นเหมือนออมเบรลิสนะคะก็จะคือ,Lisa,"[1, 4158, 4, 104, 2]","[1, 4157, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0038.wav, 다,ค่ะ,Lisa,"[1, 2]","[1, 820, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0039.wav," Tungkaan, tungi!",ตรง กลาง ตรง นี้,Lisa,"[1, 66, 19, 54, 42, 14, 51, 6, 4, 66, 19, 54, 47, 5, 2]","[1, 1409, 4, 92, 4, 1409, 4, 1829, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0040.wav, maka saya nilai kelihatan.,แล้วก็ใช้นิ้วเกลียดเกลียด,Lisa,"[1, 53, 13, 51, 17, 4, 64, 40, 17, 4, 55, 46, 52, 38, 4, 51, 35, 52, 44, 43, 39, 66, 17, 55, 9, 2]","[1, 5037, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0041.wav,แบบนี้ค่ะ,แบบนี้ค่ะ,Lisa,"[1, 4860, 2]","[1, 4860, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0042.wav,แล้วมันก็จะดูไม่แรงเกินไปค่ะ แล้วก็เวลาแบบ,แล้วมันก็จะดูไม่แรงเกินไปค่ะแล้วก็เวลาแบบ,Lisa,"[1, 5096, 4, 5030, 2]","[1, 5097, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0043.wav,วันธรรมดาที่เราอยากจะแบบ,วันธรรมดาที่เราอยากจะแบบอืม,Lisa,"[1, 2973, 2]","[1, 2974, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0044.wav,วันนี้อยากให้ลุคดูแบบ,วันนี้อยากให้ลุคแบบดูแบบ,Lisa,"[1, 2996, 2]","[1, 2990, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0045.wav,เด่นนิดนึงก็จะแบบว่าใช้ตัวนี้,เด่นนิดนึงก็จะแบบว่าใช้ตัวนี้,Lisa,"[1, 4017, 2]","[1, 4017, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0046.wav,哈哈,ค่ะ,Lisa,"[1, 2]","[1, 820, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0047.wav,จะเป็นลิปปาบนะคะ,จะเป็นลิปปามนะคะ,Lisa,"[1, 887, 2]","[1, 888, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0048.wav,คืออันนี้คือพกติดตัวตลอดเวลา,คืออันนี้คือพกติดตัวตลอดเวลา,Lisa,"[1, 615, 2]","[1, 615, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0049.wav,จริงๆครับ เพราะว่าลิซ่าเป็นคนที่ปากแฮงมากๆค่ะแล้วก็ลิฟต์ประมาณนี้นะคะ ชื่อว่า,จริงจริงค่ะเพราะว่าลิซ่าเป็นคนที่ปากแห้งมากมากค่ะแล้วก็ลิฟต์ปามานี้นะคะชื่อว่า,Lisa,"[1, 933, 4, 4222, 4, 1046, 2]","[1, 874, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0050.wav,Glow Play หรือเปล่าค่ะมีเคล็ดลับหนึ่งที่อยากจะแนะนำให้ทุกๆคนทำนะคะก็คือ ก่อนนอน,Growth Play หรือเปล่าค่ะมีเคล็ดลับหนึ่งที่อยากจะแนะนำให้ทุกทุกคนทำนะคะก็คือก่อนนอน,Lisa,"[1, 42, 52, 58, 4, 61, 52, 40, 4, 3432, 4, 341, 2]","[1, 42, 62, 58, 65, 4, 61, 52, 40, 4, 3430, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0051.wav,ทาลิปปาม,ทา ลิป ตาม,Lisa,"[1, 1572, 2]","[1, 1574, 4, 2934, 4, 1380, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0052.wav,แบบหนาๆเลยก็ได้ค่ะ แล้วแต่เลยตามใจชอบค่ะ แต่พอตื่นมา,หนาหนาอะไรก็ได้ค่ะแล้วแต่เลยตามใจชอบค่ะแต่พอตื่นมา,Lisa,"[1, 4890, 4, 5176, 4, 4705, 2]","[1, 3263, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0053.wav,ตอนเช้าปากจะนุ่มชุ่มชื่น,ตอนเช้าปุ๊บคือปากจะนุ่มชุ่มชื่น,Lisa,"[1, 1320, 2]","[1, 1319, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0054.wav,ตลอดวันเลยค่ะ,ตลอดวันเลยค่ะ,Lisa,"[1, 1334, 2]","[1, 1334, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0055.wav,อย่างตอนที่ต้องอยู่บนเวทีค่ะ ไฟแบบจะส่องแรงมาก แบบแล้วร้อนมากๆค่ะซึ่งลิซ่าต้องใช้ตัวนี้ค่ะ เป็น Studio Fix Foundation แล้วก็ตามด้วย Fix Plusจะช่วย Fix,อย่างตอนที่ต้องอยู่บนเวทีค่ะ ไฟแบบจะส่องแรงมากแบบ แล้วร้อนมากมากค่ะ ซึ่งลิซ่าต้องใช้ตัวนี้ค่ะ เป็นสตูดิโอฟิกซ์ฟันเดชั่น แล้วก็ตามด้วยฟิกพลัสจะช่วยฟิกซ์,Lisa,"[1, 3395, 4, 5414, 4, 4900, 4, 4175, 4, 64, 66, 71, 32, 47, 57, 4, 41, 46, 51, 64, 4, 41, 23, 55, 32, 40, 63, 17, 55, 4, 5051, 4, 41, 46, 51, 64, 4, 2937, 4, 41, 46, 51, 64, 2]","[1, 3395, 4, 5413, 4, 5115, 4, 1141, 4, 4137, 4, 5050, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0056.wav,เบคอัพให้ติดทนนาน,เบคอัพ ให้ ติดทนนาน,Lisa,"[1, 4072, 2]","[1, 4073, 4, 5625, 4, 1390, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0057.wav,ไม่ว่าจะเต้นหรือยังไงก็ตามไม่เยิมแน่นอนค่ะซึ่งเชดที่ลีซ่าใช้นะคะ ก็จะเป็น N18 ค่ะจะเป็น Studio Fix N18 เนื้อแมตแบบ Naturalแมตปกปิดได้ดีมากๆ เพราะเราก็จะฉีด,ไม่ว่าจะเต้นหรือยังไงก็ตาม ไม่เยิมแน่นอนค่ะ ซึ่งเชดที่ลิซ่าใช้นะคะ ก็จะเป็น N18 ค่ะ จะเป็น Studio Fix N18 เนื้อแมตต์แบบแนตรู แมตต์ปกปิดได้ดีมากๆ เพราะเราก็จะฉีด,Lisa,"[1, 5527, 4, 112, 4, 55, 40, 66, 48, 55, 4, 821, 4, 64, 66, 71, 32, 47, 57, 4, 41, 46, 51, 64, 4, 55, 40, 66, 48, 55, 4, 4067, 4, 2899, 4, 4249, 2]","[1, 5531, 4, 5553, 4, 1148, 4, 112, 4, 55, 40, 66, 48, 55, 4, 820, 4, 892, 4, 64, 66, 71, 32, 47, 57, 4, 41, 46, 51, 64, 4, 55, 40, 66, 48, 55, 4, 4068, 4, 4933, 4, 4249, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0058.wav, spray.,สเปรย์,Lisa,"[1, 64, 61, 62, 40, 9, 2]","[1, 3086, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0059.wav,ตามนะคะ,ตามนะคะ,Lisa,"[1, 1375, 2]","[1, 1375, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0060.wav, fake plus.,สิบ พลัส,Lisa,"[1, 41, 40, 51, 4, 61, 52, 19, 64, 9, 2]","[1, 3154, 4, 2298, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0061.wav, Yup.,ยก,Lisa,"[1, 74, 19, 61, 9, 2]","[1, 2734, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0062.wav,看,ค่ะ,Lisa,"[1, 2]","[1, 820, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0063.wav,然後它就fix,แล้วก็มันก็จะฟิกซ์,Lisa,"[1, 41, 46, 51, 64, 2]","[1, 4989, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0064.wav, Um.,อ่า,Lisa,"[1, 19, 53, 9, 2]","[1, 3750, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0065.wav,ฟาวน์เดชนให้มันคงอยู่นะคะ แล้วเราก็จะตามด้วย,ให้มันคงอยู่นะคะแล้วเราก็จะตามด้วยอ่อม,Lisa,"[1, 2395, 4, 5159, 2]","[1, 5614, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0066.wav,รูสพาวเดอร์อันนี้เลยค่ะ,รูส พาวเดอร์ อันนี้ เลย ค่ะ,Lisa,"[1, 2857, 2]","[1, 2855, 4, 2325, 4, 3629, 4, 4452, 4, 820, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0067.wav,แล้วเราก็จะติด,แล้วเราก็จะติด,Lisa,"[1, 5158, 2]","[1, 5158, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0068.wav,ผลนานทั้งวัน ไม่ว่าจะอะไรก็ตาม ไม่เยิม รับประกันได้ค่ะ,ทนนานทั้งวันไม่ว่าจะอะไรก็ตามไม่เยิมรับประกันได้ค่ะ,Lisa,"[1, 2050, 4, 5526, 4, 5554, 4, 2820, 2]","[1, 1535, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0069.wav,อ่าค่ะ แล้วก็จะเป็นไอเทมสุดท้ายOMG สุดท้ายแล้วค่ะที่ลิซ่าอยากจะแนะนำให้ทุกคนรู้จักนะคะก็จะเป็นไฮไลดเตอร์แล้วก็บลัชนะคะสำหรับไฮไลดเตอร์ ลิซ่าชอบใช้สี Show Gold,อ่า ค่ะ แล้วก็จะเป็นไอเทมสุดท้าย โอ้มายก็อด สุดท้ายแล้วค่ะ ที่ลิซ่าอยากจะแนะนำให้ทุกคนรู้จักนะคะ ก็จะเป็น Highlighter แล้วก็ Blush นะคะ สำหรับ Highlighter ลิซ่าชอบใช้สี อ่า Show Gold,Lisa,"[1, 3745, 4, 5026, 4, 3204, 4, 2925, 4, 63, 58, 4, 42, 58, 52, 32, 2]","[1, 3750, 4, 820, 4, 5027, 4, 5283, 4, 3203, 4, 1653, 4, 112, 4, 43, 28, 52, 27, 66, 36, 4, 5039, 4, 29, 52, 19, 63, 4, 1762, 4, 3141, 4, 43, 28, 52, 27, 66, 36, 4, 2925, 4, 3750, 4, 63, 58, 4, 42, 58, 52, 32, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0070.wav, Run extra.,รุ่น เอ็กซ์ตรา,Lisa,"[1, 62, 19, 55, 4, 35, 51, 64, 66, 62, 17, 9, 2]","[1, 2852, 4, 3949, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0071.wav, Dimension Skin Finish na ha.,ดิเมนเชียล สกินฟินิช นะคะ,Lisa,"[1, 32, 44, 53, 35, 55, 63, 17, 55, 4, 64, 51, 46, 55, 4, 41, 46, 55, 44, 63, 4, 55, 13, 4, 43, 13, 9, 2]","[1, 1169, 4, 3051, 4, 1762, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0072.wav, Wow.,ว้าว,Lisa,"[1, 73, 25, 9, 2]","[1, 3031, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0073.wav,เห็นไหม โอ้ มันแบบว่า เป็นแบบ เลย เลย ครับ คือว่า,เห็นไหมโอ้มันแบบว่าเป็นแบบเลยยิบเลยรับคือว่า,Lisa,"[1, 4522, 4, 5292, 4, 2571, 4, 4163, 4, 4452, 4, 4452, 4, 761, 4, 609, 2]","[1, 4521, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0074.wav,มันจะตอนทานี่คือมันจะเป็น,มันจะตอนทานี่คือมันจะเป็น,Lisa,"[1, 2449, 2]","[1, 2449, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0075.wav,ก่อนทานี่มันจะเป็นสีแบบ,ก่อนทานนี้มันจะเป็นสีแบบ,Lisa,"[1, 339, 2]","[1, 343, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0076.wav,,โกงนะคะ,Lisa,,"[1, 5211, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0077.wav,แต่พอเราทาไปแล้วเนี่ย,แต่พอเราทาไปแล้วเนี่ย,Lisa,"[1, 4700, 2]","[1, 4700, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0078.wav, menys a plien.,มันจะเปลี่ยน,Lisa,"[1, 53, 35, 55, 47, 75, 4, 17, 4, 61, 52, 49, 55, 9, 2]","[1, 2462, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0079.wav,ให้มันเป็นสี,ให้มันเป็นสีอ่อน,Lisa,"[1, 5617, 2]","[1, 5616, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0080.wav," Peach, pink.",พีช พิ้งค์,Lisa,"[1, 61, 49, 30, 6, 4, 61, 46, 54, 51, 9, 2]","[1, 2331, 4, 2330, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0081.wav,是不是啊,ใช่ไหมคะ,Lisa,"[1, 2]","[1, 5348, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0082.wav,แล้วหนูคิดว่ามันน่ารักมากเลย มันเป็นลูกเล่นที่บอกว่า,แล้วหนูบอกว่าหนูคิดว่ามันน่ารักมากเลยมันเป็นลูกเล่นที่แบบว่า,Lisa,"[1, 5129, 4, 2552, 2]","[1, 5128, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0083.wav,เด็ดจริงๆค่ะ,เด็ดจริงค่ะ,Lisa,"[1, 4015, 2]","[1, 4016, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0084.wav,然后倒摆在这边,แล้วต่อไปก็จะเป็น,Lisa,"[1, 2]","[1, 5072, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0085.wav, But sure na ha.,บล็อคเชอร์ นะคะ,Lisa,"[1, 29, 19, 66, 4, 63, 68, 62, 4, 55, 13, 4, 43, 13, 9, 2]","[1, 1942, 4, 1762, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0086.wav,จะเป็น Blusher นะคะ ชื่อ Melva นะคะเป็นสีโปรดที่ลีซ่าใช้ประจำทุกวันจริงๆเลยค่ะเพราะว่ามันเข้ากับ Makeup ได้ทุก Look เลยรับรองว่า,จะเป็น blusher นะคะ ชื่อ Melba นะคะ เป็นสีโปรดที่ Lisa ใช้ประจำทุกวันจริงๆ เลยค่ะ เพราะว่ามันเข้ากับ make-up ได้ทุก look เลย รับรองว่า,Lisa,"[1, 892, 4, 29, 52, 19, 63, 36, 4, 1762, 4, 1047, 4, 53, 35, 52, 72, 17, 4, 1760, 4, 53, 40, 51, 18, 61, 4, 1207, 4, 52, 68, 51, 4, 4446, 2]","[1, 892, 4, 29, 52, 19, 63, 36, 4, 1762, 4, 1047, 4, 53, 35, 52, 29, 17, 4, 1762, 4, 4135, 4, 52, 49, 64, 17, 4, 5353, 4, 4442, 4, 4224, 4, 53, 40, 51, 18, 61, 4, 1207, 4, 52, 68, 51, 4, 4452, 4, 2823, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0087.wav, me Tony to deal.,มี ตัว นี้ ตัว เดียว,Lisa,"[1, 53, 49, 4, 66, 58, 55, 47, 4, 66, 71, 4, 32, 49, 52, 9, 2]","[1, 2720, 4, 1357, 4, 1829, 4, 1357, 4, 3991, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0088.wav,อยู่ได้ทุกลุ่มค่ะ,อยู่ได้ทุกลุคค่ะ,Lisa,"[1, 3734, 2]","[1, 3486, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0089.wav,ช่วงนี้หนูชอบทาน,ช่วงนี้หนูชอบทาน,Lisa,"[1, 1065, 2]","[1, 1065, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0090.wav, uh...,เอ่อ,Lisa,"[1, 19, 8, 2]","[1, 4576, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0091.wav, آهنگ دین خواهیم,อาหาร จีน ค่ะ,Lisa,"[1, 4, 4, 2]","[1, 3650, 4, 949, 4, 820, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0092.wav,คือเป็นคนที่ชอบทานอาหารจีนมากช่วงนี้คือแบบว่า,คือเป็นคนที่ชอบทานอาหารจีนมากช่วงนี้คือแบบว่า,Lisa,"[1, 629, 2]","[1, 629, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0093.wav,ตอนคืนบอกว่า กินอะไรดี อยากกินอาหารจีน อยากกินอาหารจีนก็จะสั่งอาหารจีนมาตลอด ก็จะเป็น,ตอนคืนบอกว่า อุ้ยกินอะไรดี อยากกินอาหารจีน อยากกินอาหารจีน ก็จะสั่งอาหารจีนมาตลอด ก็จะเป็น อ่อม,Lisa,"[1, 1232, 4, 294, 4, 3336, 4, 2805, 4, 112, 2]","[1, 1232, 4, 3736, 4, 3336, 4, 3336, 4, 168, 4, 112, 4, 3743, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0094.wav,马拉,หมาล่า,Lisa,"[1, 2]","[1, 3455, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0095.wav,ชอบกินมาก แล้วเอามามัก,ชอบกินหมาล่ามากค่ะ,Lisa,"[1, 1006, 4, 5183, 2]","[1, 1005, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0096.wav, That's such a hard question.,นั่นคือคำถามที่ฮอต,Lisa,"[1, 31, 16, 66, 64, 4, 64, 19, 30, 4, 17, 4, 43, 13, 62, 32, 4, 51, 73, 35, 64, 30, 17, 55, 9, 2]","[1, 1777, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0097.wav,ขำมากจนร้องไห้ล่ะสุดเมื่อไหร่,ขำ มาก จน ร้องไห้ ล่าสุด เมื่อไหร่,Lisa,"[1, 419, 2]","[1, 420, 4, 2661, 4, 846, 4, 2891, 4, 2960, 4, 4281, 2]"
Lisa/dataset/gEMrqw-pAy4/SPEAKER_01_sent_0098.wav,ทั้งละสับเมื่อไหร่,ครั้งล่าสุดเมื่อไหร่,Lisa,"[1, 1560, 2]","[1, 763, 2]"
